Model,PPL,BLEU,BLEU 1-gram,BLEU 2-gram,BLEU 3-gram,BLEU 4-gram,ROUGE-1,ROUGE-2,ROUGE-L,Faithfulness,Answer Relevance,Plan Adherence
Seq2Seq 2 - T5-v1-1-Small,360.6823609638425,0.3034145319341332,4.641350210970464,0.2347417840375587,0.12437810945273632,0.06578947368421052,0.006153846153846153,0.0,0.006153846153846153,0.003333333333333333,0.013409090909090909,0.92
