Model,PPL,BLEU,BLEU 1-gram,BLEU 2-gram,BLEU 3-gram,BLEU 4-gram,ROUGE-1,ROUGE-2,ROUGE-L,Faithfulness,Answer Relevance,Plan Adherence
Causal 1 - Pythia-14M,420.1954448062687,1.0647897164432911,7.878787878787879,2.8368794326241136,0.7936507936507936,0.44642857142857145,0.07202334267040149,0.023794871794871792,0.07122455648926238,0.04863192363192363,0.08332929815282757,0.9066666666666667
