Model,PPL,BLEU,BLEU 1-gram,BLEU 2-gram,BLEU 3-gram,BLEU 4-gram,ROUGE-1,ROUGE-2,ROUGE-L,Faithfulness,Answer Relevance,Plan Adherence
Causal 2 - Pythia-31M,197.34050093799897,0.47842661221621047,7.189542483660131,0.7407407407407407,0.4132231404958678,0.23148148148148148,0.05752830188679245,0.004717607973421927,0.05877963231736817,0.042846907993966815,0.10427705627705627,0.9066666666666666
