Model,PPL,BLEU,BLEU 1-gram,BLEU 2-gram,BLEU 3-gram,BLEU 4-gram,ROUGE-1,ROUGE-2,ROUGE-L,Faithfulness,Answer Relevance,Plan Adherence
Seq2Seq 1 - Flan-T5-Small,1.4355979228664575,1.8406476450477602,17.16417910447761,4.587155963302752,2.380952380952381,1.4492753623188406,0.08910368389780154,0.022400000000000003,0.08577995642701525,0.06336724386724386,0.10928932574133814,0.9333333333333332
